"name"	"taxRank"	"taxID"	"Max"	"barcode18.cladeReads"	"barcode19.cladeReads"	"barcode20.cladeReads"	"barcode21.cladeReads"	"barcode22.cladeReads"	"barcode23.cladeReads"	"barcode24.cladeReads"	"Max.1"	"barcode18.cladeReads.."	"barcode19.cladeReads.."	"barcode20.cladeReads.."	"barcode21.cladeReads.."	"barcode22.cladeReads.."	"barcode23.cladeReads.."	"barcode24.cladeReads.."	"lineage"
"Lactobacillus phage JCL1032"	"S"	37105	41	NA	NA	41	NA	NA	NA	NA	0.0004594	NA	NA	0.0004594	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Pseudomonas phage Lu11"	"S"	1161927	221	NA	NA	36	NA	NA	NA	221	0.005032	NA	NA	0.0004033	NA	NA	NA	0.005032	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Kilunavirus KL1"	"S"	1921548	141	NA	NA	141	NA	NA	NA	NA	0.00158	NA	NA	0.00158	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Kilunavirus"
"Plateaulakevirus pv4L372XY"	"S"	2843650	134	NA	NA	134	NA	NA	NA	88	0.002004	NA	NA	0.001501	NA	NA	NA	0.002004	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Plateaulakevirus"
"Mooreparkvirus Lb3381"	"S"	632112	93	NA	NA	93	NA	NA	NA	NA	0.001042	NA	NA	0.001042	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Herelleviridae>Mooreparkvirus"
"Watanabevirus wv3521"	"S"	2845126	225	NA	NA	36	NA	NA	NA	225	0.005123	NA	NA	0.0004033	NA	NA	NA	0.005123	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Herelleviridae>Watanabevirus"
"Steinhofvirus JWX"	"S"	1982229	121	NA	NA	121	NA	NA	NA	69	0.001571	NA	NA	0.001356	NA	NA	NA	0.001571	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Steinhofvirus"
"Sabourvirus sv4HA13"	"S"	2844175	111	NA	NA	111	NA	NA	NA	33	0.001244	NA	NA	0.001244	NA	NA	NA	0.0007514	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Chaseviridae>Cleopatravirinae>Sabourvirus"
"Xuquatrovirus PTXU04"	"S"	2734191	92	NA	NA	92	NA	NA	NA	NA	0.001031	NA	NA	0.001031	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Xuquatrovirus"
"Maaswegvirus Kp24"	"S"	3060175	85	NA	NA	85	NA	NA	NA	NA	0.0009523	NA	NA	0.0009523	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Maaswegvirus"
"Baikalvirus PaBG"	"S"	2734089	85	NA	NA	85	NA	42	NA	NA	0.0009523	NA	NA	0.0009523	NA	0.0004776	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Baikalvirus"
"Vividuovirus geodirt"	"S"	2956661	79	NA	NA	79	NA	NA	NA	NA	0.0008851	NA	NA	0.0008851	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Vividuovirus"
"Popoffvirus pv56"	"S"	2560283	67	NA	NA	67	NA	NA	NA	NA	0.0007507	NA	NA	0.0007507	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Popoffvirus"
"Lughvirus lugh"	"S"	2734248	61	NA	NA	61	NA	NA	NA	NA	0.0006834	NA	NA	0.0006834	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Lughvirus"
"Miamivirus miami"	"S"	3060305	111	NA	NA	58	NA	NA	NA	111	0.002527	NA	NA	0.0006498	NA	NA	NA	0.002527	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Miamivirus"
"Suseptimavirus ECBP2"	"S"	3052757	55	NA	NA	55	NA	NA	NA	NA	0.0006162	NA	NA	0.0006162	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Gordonclarkvirinae>Suseptimavirus"
"Astrithrvirus astrithr"	"S"	2846123	53	NA	NA	53	34	35	NA	51	0.001161	NA	NA	0.0005938	0.0003867	0.000398	NA	0.001161	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Astrithrvirus"
"Jedunavirus KpV52"	"S"	2560542	53	NA	NA	53	NA	NA	NA	NA	0.0005938	NA	NA	0.0005938	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Jedunavirus"
"Metrivirus ME3"	"S"	2560269	51	NA	NA	51	NA	NA	NA	NA	0.0005714	NA	NA	0.0005714	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Metrivirus"
"Mimasvirus CBB"	"S"	2560628	46	NA	NA	46	NA	NA	NA	NA	0.0005154	NA	NA	0.0005154	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Mimasvirus"
"Oengusvirus oengus"	"S"	2734262	52	NA	NA	43	46	52	38	NA	0.0005913	NA	NA	0.0004818	0.0005232	0.0005913	0.0004332	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Oengusvirus"
"Melvirus helgolandense"	"S"	2845950	39	NA	NA	39	NA	NA	NA	NA	0.0004369	NA	NA	0.0004369	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Zobellviridae>Melvirus"
"Taranisvirus taranis"	"S"	2734146	266	NA	NA	36	238	262	266	NA	0.003032	NA	NA	0.0004033	0.002707	0.002979	0.003032	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Taranisvirus"
"Takahashivirus PBS1"	"S"	10683	34	NA	NA	34	NA	NA	NA	NA	0.0003809	NA	NA	0.0003809	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Takahashivirus"
"Myosmarvirus MTx"	"S"	2846180	34	NA	NA	34	NA	NA	NA	NA	0.0003809	NA	NA	0.0003809	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Myosmarvirus"
"Mimivirus bradfordmassiliense"	"S"	3047343	72	NA	NA	72	NA	NA	NA	NA	0.0008067	NA	NA	0.0008067	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Imitervirales>Mimiviridae>Megamimivirinae>Mimivirus"
"Cotonvirus japonicum"	"S"	3059904	46	NA	NA	46	37	NA	NA	NA	0.0005154	NA	NA	0.0005154	0.0004208	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Imitervirales>Mimiviridae>Megamimivirinae>Cotonvirus"
"Fadolivirus algeromassiliense"	"S"	3060017	35	NA	NA	35	NA	NA	NA	NA	0.0003921	NA	NA	0.0003921	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Imitervirales>Mimiviridae>Klosneuvirinae>Fadolivirus"
"Orpheovirus IHUMI-LCC2"	"S"	2023057	37	NA	NA	37	NA	NA	NA	NA	0.0004145	NA	NA	0.0004145	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Algavirales>Phycodnaviridae>unclassified&nbsp;Phycodnaviridae"
"Choristoneura biennis entomopoxvirus"	"S"	10288	56	NA	NA	56	NA	NA	NA	NA	0.0006274	NA	NA	0.0006274	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Pokkesviricetes>Chitovirales>Poxviridae>Entomopoxvirinae>Betaentomopoxvirus"
"Streptococcus sp. FSL K6-1323"	"S"	2954513	808	NA	NA	NA	779	808	732	176	0.009189	NA	NA	NA	0.00886	0.009189	0.008345	0.004008	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>unclassified&nbsp;Streptococcus"
"Streptococcus sp. FDAARGOS_192"	"S"	1839799	231	NA	NA	NA	222	212	231	NA	0.002633	NA	NA	NA	0.002525	0.002411	0.002633	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>unclassified&nbsp;Streptococcus"
"Streptococcus sp. LPB0220"	"S"	2610896	177	NA	NA	NA	177	139	144	NA	0.002013	NA	NA	NA	0.002013	0.001581	0.001642	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>unclassified&nbsp;Streptococcus"
"Streptococcus sp. FSL W7-1342"	"S"	2954545	341	NA	NA	NA	341	252	302	NA	0.003879	NA	NA	NA	0.003879	0.002866	0.003443	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>unclassified&nbsp;Streptococcus"
"Streptococcus sp. FSL R7-0248"	"S"	2975324	99	NA	NA	NA	87	99	97	NA	0.001126	NA	NA	NA	0.0009896	0.001126	0.001106	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>unclassified&nbsp;Streptococcus"
"Streptococcus sp. KS 6"	"S"	2598457	46	NA	NA	NA	46	44	40	NA	0.0005232	NA	NA	NA	0.0005232	0.0005004	0.000456	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>unclassified&nbsp;Streptococcus"
"Streptococcus sp. FSL W8-0197"	"S"	2975349	53	NA	NA	NA	53	NA	NA	NA	0.0006028	NA	NA	NA	0.0006028	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>unclassified&nbsp;Streptococcus"
"Streptococcus rubneri"	"S"	1234680	60	NA	NA	NA	60	57	57	NA	0.0006824	NA	NA	NA	0.0006824	0.0006482	0.0006498	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus halichoeri"	"S"	254785	35	NA	NA	NA	35	31	NA	NA	0.0003981	NA	NA	NA	0.0003981	0.0003525	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Ligilactobacillus faecis"	"S"	762833	50	NA	NA	NA	35	50	NA	NA	0.0005686	NA	NA	NA	0.0003981	0.0005686	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Weissella viridescens"	"S"	1629	68	NA	NA	NA	33	34	NA	68	0.001548	NA	NA	NA	0.0003753	0.0003866	NA	0.001548	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Secundilactobacillus malefermentans"	"S"	176292	177	NA	NA	NA	154	177	147	122	0.002778	NA	NA	NA	0.001752	0.002013	0.001676	0.002778	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Secundilactobacillus"
"Vagococcus luciliae"	"S"	2920380	56	NA	NA	NA	45	56	45	NA	0.0006368	NA	NA	NA	0.0005118	0.0006368	0.000513	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Vagococcus"
"Bacillus sp. DU-106"	"S"	2080759	220	NA	NA	NA	191	220	187	NA	0.002502	NA	NA	NA	0.002172	0.002502	0.002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>unclassified&nbsp;Bacillus&nbsp;(in:&nbsp;firmicutes)"
"Bacillus fonticola"	"S"	2728853	49	NA	NA	NA	49	44	42	NA	0.0005573	NA	NA	NA	0.0005573	0.0005004	0.0004788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Lysinibacillus capsici"	"S"	2115968	358	NA	NA	NA	358	336	347	NA	0.004072	NA	NA	NA	0.004072	0.003821	0.003956	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Parageobacillus toebii"	"S"	153151	1469	NA	NA	NA	1189	1469	1039	NA	0.01671	NA	NA	NA	0.01352	0.01671	0.01184	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Parageobacillus"
"Oceanobacillus sp. FSL W7-1281"	"S"	2921698	133	NA	NA	NA	130	133	NA	NA	0.001512	NA	NA	NA	0.001479	0.001512	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Oceanobacillus>unclassified&nbsp;Oceanobacillus"
"Anoxybacillus flavithermus"	"S"	33934	92	NA	NA	NA	87	NA	92	NA	0.001049	NA	NA	NA	0.0009896	NA	0.001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Salicibibacter cibarius"	"S"	2743000	42	NA	NA	NA	42	NA	NA	NA	0.0004777	NA	NA	NA	0.0004777	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Salicibibacter"
"Paenibacillus sp. FSL M7-0896"	"S"	2921610	504	NA	NA	NA	504	460	496	NA	0.005733	NA	NA	NA	0.005733	0.005231	0.005654	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>unclassified&nbsp;Paenibacillus"
"Paenibacillus sp. FSL P2-0136"	"S"	2975317	496	NA	NA	NA	493	496	496	NA	0.005654	NA	NA	NA	0.005607	0.005641	0.005654	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>unclassified&nbsp;Paenibacillus"
"Paenibacillus sp. FSL K6-1330"	"S"	2975292	445	NA	NA	NA	389	350	445	NA	0.005073	NA	NA	NA	0.004425	0.00398	0.005073	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>unclassified&nbsp;Paenibacillus"
"Paenibacillus sp. FSL R7-0313"	"S"	2954532	189	NA	NA	NA	189	151	176	NA	0.00215	NA	NA	NA	0.00215	0.001717	0.002006	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>unclassified&nbsp;Paenibacillus"
"Paenibacillus terrae"	"S"	159743	50	NA	NA	NA	50	NA	NA	NA	0.0005687	NA	NA	NA	0.0005687	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Planococcus kocurii"	"S"	1374	158	NA	NA	NA	154	139	158	NA	0.001801	NA	NA	NA	0.001752	0.001581	0.001801	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Solibacillus silvestris"	"S"	76853	127	NA	NA	NA	100	127	111	NA	0.001444	NA	NA	NA	0.001137	0.001444	0.001265	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Solibacillus"
"Alicyclobacillus sp. ALC3"	"S"	2796143	35	NA	NA	NA	32	35	30	NA	0.000398	NA	NA	NA	0.000364	0.000398	0.000342	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Alicyclobacillaceae>Alicyclobacillus>unclassified&nbsp;Alicyclobacillus"
"Bifidobacterium sp. ESL0764"	"S"	2983228	146	NA	NA	NA	121	146	139	NA	0.00166	NA	NA	NA	0.001376	0.00166	0.001585	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>unclassified&nbsp;Bifidobacterium"
"Gardnerella leopoldii"	"S"	2792978	101	NA	NA	NA	88	101	89	NA	0.001149	NA	NA	NA	0.001001	0.001149	0.001015	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Bifidobacteriales>Bifidobacteriaceae>Gardnerella"
"Parascardovia denticolens"	"S"	78258	32	NA	NA	NA	32	NA	NA	NA	0.000364	NA	NA	NA	0.000364	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Bifidobacteriales>Bifidobacteriaceae>Parascardovia"
"Streptomyces sp. NBC_00841"	"S"	2975847	389	NA	NA	NA	389	217	339	NA	0.004425	NA	NA	NA	0.004425	0.002468	0.003865	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. MRC013"	"S"	2898276	81	NA	NA	NA	74	81	70	NA	0.0009211	NA	NA	NA	0.0008417	0.0009211	0.000798	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces liliifuscus"	"S"	2797636	120	NA	NA	NA	120	98	103	NA	0.001365	NA	NA	NA	0.001365	0.001114	0.001174	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces hirsutus"	"S"	35620	64	NA	NA	NA	64	56	63	NA	0.0007279	NA	NA	NA	0.0007279	0.0006368	0.0007182	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Microbacterium sp. 10M-3C3"	"S"	2483401	86	NA	NA	NA	86	72	79	NA	0.0009782	NA	NA	NA	0.0009782	0.0008188	0.0009006	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium>unclassified&nbsp;Microbacterium"
"Microbacterium amylolyticum"	"S"	936337	72	NA	NA	NA	69	72	58	NA	0.0008188	NA	NA	NA	0.0007848	0.0008188	0.0006612	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium chengjingii"	"S"	2769067	31	NA	NA	NA	31	NA	NA	NA	0.0003526	NA	NA	NA	0.0003526	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium"
"Agrococcus beijingensis"	"S"	3068634	71	NA	NA	NA	71	NA	NA	NA	0.0008076	NA	NA	NA	0.0008076	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Agrococcus"
"Glaciihabitans sp. INWT7"	"S"	2596912	51	NA	NA	NA	46	46	51	NA	0.0005814	NA	NA	NA	0.0005232	0.0005231	0.0005814	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Glaciihabitans>unclassified&nbsp;Glaciihabitans"
"Salinibacterium sp. ZJ450"	"S"	2708338	43	NA	NA	NA	43	NA	NA	NA	0.0004891	NA	NA	NA	0.0004891	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Salinibacterium>unclassified&nbsp;Salinibacterium"
"Rothia terrae"	"S"	396015	387	NA	NA	NA	348	298	387	NA	0.004412	NA	NA	NA	0.003958	0.003389	0.004412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Rothia"
"Rothia amarae"	"S"	169480	155	NA	NA	NA	155	150	146	NA	0.001763	NA	NA	NA	0.001763	0.001706	0.001664	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Rothia"
"Rothia sp. ZJ932"	"S"	2810516	57	NA	NA	NA	39	46	57	NA	0.0006498	NA	NA	NA	0.0004436	0.0005231	0.0006498	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Rothia>unclassified&nbsp;Rothia&nbsp;(in:&nbsp;high&nbsp;G+C&nbsp;Gram&#x2011;positive&nbsp;bacteria)"
"Arthrobacter jiangjiafuii"	"S"	2817475	82	NA	NA	NA	63	82	78	NA	0.0009325	NA	NA	NA	0.0007166	0.0009325	0.0008892	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Arthrobacter"
"Kocuria sp. TGY1127_2"	"S"	2711328	94	NA	NA	NA	94	94	NA	NA	0.001069	NA	NA	NA	0.001069	0.001069	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Kocuria>unclassified&nbsp;Kocuria"
"Brevibacterium siliguriense"	"S"	1136497	67	NA	NA	NA	37	NA	NA	67	0.001526	NA	NA	NA	0.0004208	NA	NA	0.001526	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Cellulomonas sp. JZ18"	"S"	2654191	72	NA	NA	NA	72	NA	54	NA	0.0008189	NA	NA	NA	0.0008189	NA	0.0006156	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas>unclassified&nbsp;Cellulomonas"
"Helcobacillus massiliensis"	"S"	521392	61	NA	NA	NA	61	53	NA	NA	0.0006938	NA	NA	NA	0.0006938	0.0006027	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermabacteraceae>Helcobacillus"
"Tessaracoccus palaemonis"	"S"	2829499	120	NA	NA	NA	120	109	115	NA	0.001365	NA	NA	NA	0.001365	0.00124	0.001311	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Microlunatus sp. Gsoil 973"	"S"	2672569	51	NA	NA	NA	36	51	51	NA	0.0005814	NA	NA	NA	0.0004095	0.00058	0.0005814	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Microlunatus>unclassified&nbsp;Microlunatus"
"Cutibacterium equinum"	"S"	3016342	36	NA	NA	NA	36	NA	34	NA	0.0004095	NA	NA	NA	0.0004095	NA	0.0003876	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Vaginimicrobium propionicum"	"S"	1871034	69	NA	NA	NA	69	51	63	NA	0.0007848	NA	NA	NA	0.0007848	0.00058	0.0007182	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Vaginimicrobium"
"Mycolicibacterium sp. ND9-15"	"S"	3042320	37	NA	NA	NA	37	NA	NA	NA	0.0004208	NA	NA	NA	0.0004208	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycolicibacterium>unclassified&nbsp;Mycolicibacterium"
"Mycolicibacterium monacense"	"S"	85693	83	NA	NA	NA	83	78	77	NA	0.0009441	NA	NA	NA	0.0009441	0.000887	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycolicibacterium"
"Mycolicibacterium aubagnense"	"S"	319707	84	NA	NA	NA	68	84	60	NA	0.0009553	NA	NA	NA	0.0007734	0.0009553	0.000684	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycolicibacterium"
"Mycobacterium sp. MS1601"	"S"	1936029	69	NA	NA	NA	69	49	55	NA	0.0007848	NA	NA	NA	0.0007848	0.0005572	0.000627	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium>unclassified&nbsp;Mycobacterium"
"Mycobacterium sp. ELW1"	"S"	1547487	63	NA	NA	NA	63	60	NA	NA	0.0007166	NA	NA	NA	0.0007166	0.0006823	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium>unclassified&nbsp;Mycobacterium"
"Mycobacterium sp. ITM-2016-00316"	"S"	2099695	44	NA	NA	NA	44	NA	NA	NA	0.0005005	NA	NA	NA	0.0005005	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium>unclassified&nbsp;Mycobacterium"
"Mycobacterium sp. SMC-8"	"S"	2857060	84	NA	NA	NA	61	NA	84	NA	0.0009576	NA	NA	NA	0.0006938	NA	0.0009576	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium>unclassified&nbsp;Mycobacterium"
